timestamp,TP2,TP3,H1,DV_pressure,Reservoirs,Oil_temperature,Flowmeter,Motor_current,COMP,DV_eletric,Towers,MPG,LPS,Pressure_switch,Oil_level,Caudal_impulses,gpsLong,gpsLat,gpsSpeed,gpsQuality
2022-01-01 06:00:10,-0.0120000000000004,9.75,9.752,-0.0279999999999986,1.5760000000000003,62.92500000000001,19.049625,4.004999999999999,1,0,1,1,0,0,0,0,-8.65935,41.2124,0,1
2022-01-01 06:00:11,-0.009999999999998,9.75,9.75,-0.0279999999999986,1.5779999999999994,62.87499999999999,19.049625,3.985,1,0,1,1,0,0,0,0,-8.65935,41.2124,0,1
2022-01-01 06:00:12,-0.0120000000000004,9.748,9.748,-0.0279999999999986,1.5760000000000003,62.775000000000006,19.04028125,3.9125,1,0,1,1,0,0,0,0,-8.65935,41.2124,0,1
2022-01-01 06:00:13,-0.0120000000000004,9.748,9.748,-0.0300000000000011,1.5760000000000003,62.75,19.04028125,3.9575,1,0,1,1,0,0,0,0,-8.65935,41.2124,0,1
2022-01-01 06:00:14,-0.009999999999998,9.746,9.746,-0.0279999999999986,1.5779999999999994,62.675,19.049625,3.9375,1,0,1,1,0,0,0,0,-8.65935,41.2124,0,1
2022-01-01 06:00:15,-0.009999999999998,9.744,9.746,-0.0279999999999986,1.5779999999999994,62.650000000000006,19.049625,3.905,1,0,1,1,0,0,0,0,-8.65935,41.2124,0,1
2022-01-01 06:00:16,-0.009999999999998,9.744,9.744,-0.0279999999999986,1.5779999999999994,62.625,19.049625,3.9925,1,0,1,1,0,0,0,0,-8.65935,41.2124,0,1
2022-01-01 06:00:17,-0.0120000000000004,9.744,9.742,-0.0279999999999986,1.5760000000000003,62.650000000000006,19.04028125,3.9875000000000007,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:18,-0.009999999999998,9.742,9.744,-0.0279999999999986,1.5779999999999994,62.650000000000006,19.04028125,3.914999999999999,1,0,1,1,0,0,0,0,-8.65934,41.2123,0,1
2022-01-01 06:00:19,-0.0120000000000004,9.742,9.742,-0.0279999999999986,1.5760000000000003,62.575,19.049625,3.9499999999999993,1,0,1,1,0,0,0,0,-8.65934,41.2123,0,1
2022-01-01 06:00:20,-0.009999999999998,9.74,9.742,-0.0279999999999986,1.5760000000000003,62.675,19.049625,4.022500000000001,1,0,1,1,0,0,0,0,-8.65934,41.2123,0,1
2022-01-01 06:00:21,-0.0120000000000004,9.738,9.738,-0.0300000000000011,1.5760000000000003,62.650000000000006,19.049625,3.94,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:22,-0.009999999999998,9.738,9.738,-0.0279999999999986,1.5760000000000003,62.45,19.04028125,3.9925,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:23,-0.009999999999998,9.736,9.738,-0.0279999999999986,1.5760000000000003,62.5,19.049625,4.004999999999999,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:24,-0.009999999999998,9.734,9.736,-0.0279999999999986,1.5760000000000003,62.475,19.049625,3.9225,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:25,-0.0120000000000004,9.734,9.734,-0.0279999999999986,1.5760000000000003,62.575,19.049625,3.952500000000001,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:26,-0.009999999999998,9.732,9.734,-0.0279999999999986,1.5760000000000003,62.425,19.049625,4.015000000000001,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:27,-0.009999999999998,9.732,9.734,-0.0279999999999986,1.5760000000000003,62.475,19.04028125,3.9475,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:28,-0.009999999999998,9.732,9.732,-0.0259999999999998,1.5760000000000003,62.45,19.049625,3.897500000000001,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:29,-0.0120000000000004,9.728,9.73,-0.0300000000000011,1.5760000000000003,62.375,19.049625,4.0025,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:30,-0.009999999999998,9.728,9.73,-0.0279999999999986,1.5760000000000003,62.375,19.049625,3.9275,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:31,-0.009999999999998,9.728,9.728,-0.0279999999999986,1.5760000000000003,62.27499999999999,19.04028125,3.934999999999999,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:32,-0.009999999999998,9.726,9.728,-0.0279999999999986,1.5760000000000003,62.475,19.04028125,4.02,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:33,-0.009999999999998,9.726,9.728,-0.0279999999999986,1.5760000000000003,62.3,19.049625,3.960000000000001,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:34,-0.009999999999998,9.724,9.726,-0.0259999999999998,1.5760000000000003,62.27499999999999,19.049625,3.9075000000000006,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:35,-0.009999999999998,9.726,9.726,-0.0259999999999998,1.5760000000000003,62.27499999999999,19.049625,3.9825,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:36,-0.0120000000000004,9.722,9.722,-0.0279999999999986,1.5739999999999998,62.25,19.04028125,4.0,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:37,-0.009999999999998,9.724,9.724,-0.0279999999999986,1.5760000000000003,62.20000000000002,19.04028125,3.9125,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:38,-0.009999999999998,9.72,9.722,-0.0279999999999986,1.5760000000000003,62.175,19.049625,4.015000000000001,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:39,-0.009999999999998,9.718,9.72,-0.0279999999999986,1.5739999999999998,62.125000000000014,19.049625,3.965,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:40,-0.0120000000000004,9.718,9.718,-0.0279999999999986,1.5760000000000003,62.1,19.049625,3.924999999999999,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:41,-0.0120000000000004,9.718,9.718,-0.0279999999999986,1.5760000000000003,62.05000000000001,19.04028125,3.985,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:42,-0.0120000000000004,9.718,9.716,-0.0300000000000011,1.5760000000000003,62.07499999999999,19.049625,3.997500000000001,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:43,-0.009999999999998,9.716,9.718,-0.0279999999999986,1.5760000000000003,62.07499999999999,19.049625,3.92,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:44,-0.009999999999998,9.716,9.718,-0.0259999999999998,1.5760000000000003,62.07499999999999,19.049625,3.93,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:45,-0.009999999999998,9.716,9.718,-0.0259999999999998,1.5779999999999994,62.05000000000001,19.049625,4.0175,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:46,-0.0120000000000004,9.712,9.714,-0.0279999999999986,1.5760000000000003,61.94999999999999,19.049625,3.914999999999999,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:47,-0.0079999999999991,9.712,9.714,-0.0279999999999986,1.5760000000000003,62.000000000000014,19.049625,3.98,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:48,-0.0120000000000004,9.708,9.71,-0.0300000000000011,1.5739999999999998,61.900000000000006,19.049625,4.0025,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:49,-0.009999999999998,9.71,9.71,-0.0259999999999998,1.5760000000000003,61.97500000000001,19.049625,3.9125,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:00:50,-0.009999999999998,9.708,9.71,-0.0279999999999986,1.5760000000000003,61.87499999999999,19.049625,3.955,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:00:51,-0.0120000000000004,9.706,9.71,-0.0279999999999986,1.5760000000000003,61.87499999999999,19.04028125,3.994999999999999,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:00:52,-0.0120000000000004,9.706,9.708,-0.0279999999999986,1.5760000000000003,61.80000000000001,19.049625,3.994999999999999,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:00:53,-0.009999999999998,9.704,9.706,-0.0279999999999986,1.5760000000000003,61.85000000000001,19.049625,3.955,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:00:54,-0.0120000000000004,9.704,9.706,-0.0279999999999986,1.5760000000000003,61.75,19.049625,4.015000000000001,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:00:55,-0.0120000000000004,9.704,9.704,-0.0279999999999986,1.5739999999999998,61.775000000000006,19.04028125,3.945,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:56,-0.0079999999999991,9.704,9.706,-0.0259999999999998,1.5760000000000003,61.775000000000006,19.049625,3.905,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:57,-0.009999999999998,9.702,9.702,-0.0279999999999986,1.5760000000000003,61.675,19.049625,3.9875000000000007,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:58,-0.009999999999998,9.702,9.702,-0.0279999999999986,1.5739999999999998,61.675,19.049625,4.0075,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:00:59,-0.009999999999998,9.7,9.7,-0.0279999999999986,1.5760000000000003,61.72500000000001,19.049625,3.9175,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:00,-0.0120000000000004,9.7,9.7,-0.0279999999999986,1.5760000000000003,61.60000000000001,19.049625,3.942499999999999,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:01,-0.009999999999998,9.698,9.698,-0.0279999999999986,1.5760000000000003,61.55,19.049625,3.942499999999999,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:02,-0.009999999999998,9.698,9.698,-0.0279999999999986,1.5760000000000003,61.575,19.049625,3.9075000000000006,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:03,-0.0120000000000004,9.696,9.696,-0.0279999999999986,1.5760000000000003,61.525000000000006,19.049625,4.0,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:04,-0.0120000000000004,9.696,9.694,-0.0279999999999986,1.5760000000000003,61.575,19.049625,3.997500000000001,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:05,-0.009999999999998,9.694,9.696,-0.0279999999999986,1.5760000000000003,61.675,19.04028125,3.9125,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:06,-0.009999999999998,9.694,9.694,-0.0279999999999986,1.5760000000000003,61.72500000000001,19.049625,3.952500000000001,1,0,1,1,0,0,0,0,-8.65935,41.2123,1,1
2022-01-01 06:01:07,-0.0120000000000004,9.692,9.692,-0.0300000000000011,1.5739999999999998,61.650000000000006,19.049625,4.012499999999999,1,0,1,1,0,0,0,0,-8.65935,41.2123,1,1
2022-01-01 06:01:08,-0.009999999999998,9.692,9.694,-0.0279999999999986,1.5760000000000003,61.55,19.049625,3.9575,1,0,1,1,0,0,0,0,-8.65935,41.2123,1,1
2022-01-01 06:01:09,-0.0120000000000004,9.69,9.69,-0.0300000000000011,1.5739999999999998,61.475,19.049625,3.9925,1,0,1,1,0,0,0,0,-8.65935,41.2123,1,1
2022-01-01 06:01:10,-0.009999999999998,9.688,9.688,-0.0279999999999986,1.5760000000000003,61.475,19.049625,4.0,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:11,-0.009999999999998,9.69,9.69,-0.0279999999999986,1.5760000000000003,61.55,19.049625,3.914999999999999,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:12,-0.0079999999999991,9.688,9.69,-0.0279999999999986,1.5760000000000003,61.55,19.049625,3.93,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:13,-0.009999999999998,9.686,9.688,-0.0279999999999986,1.5760000000000003,61.55,19.049625,4.0075,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:14,-0.0079999999999991,9.684,9.686,-0.0279999999999986,1.5760000000000003,61.475,19.049625,3.9625,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:15,-0.009999999999998,9.686,9.684,-0.0279999999999986,1.5739999999999998,61.575,19.04028125,3.914999999999999,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:16,-0.009999999999998,9.684,9.684,-0.0279999999999986,1.5760000000000003,61.5,19.049625,4.004999999999999,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:17,-0.0120000000000004,9.682,9.682,-0.0300000000000011,1.5739999999999998,61.475,19.049625,3.91,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:18,-0.009999999999998,9.682,9.682,-0.0279999999999986,1.5739999999999998,61.400000000000006,19.04028125,3.914999999999999,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:19,-0.009999999999998,9.68,9.68,-0.0279999999999986,1.5760000000000003,61.375,19.049625,4.015000000000001,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:20,-0.009999999999998,9.678,9.68,-0.0279999999999986,1.5760000000000003,61.375,19.049625,3.98,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:21,-0.009999999999998,9.68,9.68,-0.0279999999999986,1.5760000000000003,61.45,19.049625,3.924999999999999,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:22,-0.009999999999998,9.678,9.678,-0.0279999999999986,1.5760000000000003,61.475,19.049625,3.967500000000001,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:23,-0.009999999999998,9.678,9.678,-0.0279999999999986,1.5739999999999998,61.5,19.04028125,3.92,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:24,-0.0120000000000004,9.676,9.676,-0.0279999999999986,1.5739999999999998,61.45,19.04028125,3.9175,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:01:25,-0.009999999999998,9.674,9.676,-0.0279999999999986,1.5739999999999998,61.375,19.049625,4.0025,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:01:26,-0.0079999999999991,9.674,9.674,-0.0279999999999986,1.5739999999999998,61.45,19.049625,3.99,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:01:27,-0.009999999999998,9.674,9.674,-0.0300000000000011,1.5739999999999998,61.325,19.049625,3.905,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:01:28,-0.009999999999998,9.672,9.672,-0.0279999999999986,1.5739999999999998,61.35,19.04028125,3.9625,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:01:29,-0.009999999999998,9.67,9.672,-0.0279999999999986,1.5760000000000003,61.3,19.04028125,4.0075,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:01:30,-0.009999999999998,9.67,9.67,-0.0279999999999986,1.5760000000000003,61.3,19.049625,3.93,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:01:31,-0.009999999999998,9.668,9.666,-0.0279999999999986,1.5739999999999998,61.425,19.049625,4.0025,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:01:32,-0.0120000000000004,9.668,9.666,-0.0279999999999986,1.5739999999999998,61.375,19.049625,3.9700000000000006,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:33,-0.009999999999998,9.668,9.668,-0.0279999999999986,1.5760000000000003,61.425,19.049625,3.905,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:34,-0.0120000000000004,9.666,9.664,-0.0300000000000011,1.5739999999999998,61.375,19.049625,3.9725,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:35,-0.009999999999998,9.664,9.666,-0.0279999999999986,1.5739999999999998,61.375,19.049625,4.012499999999999,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:36,-0.0079999999999991,9.666,9.666,-0.0259999999999998,1.5760000000000003,61.27499999999999,19.049625,3.9375,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:37,-0.0120000000000004,9.662,9.664,-0.0279999999999986,1.5739999999999998,61.325,19.049625,3.91,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:38,-0.0120000000000004,9.66,9.66,-0.0279999999999986,1.5739999999999998,61.35,19.049625,4.0025,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:39,-0.009999999999998,9.662,9.662,-0.0279999999999986,1.5760000000000003,61.20000000000002,19.049625,3.9025,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:40,-0.0120000000000004,9.66,9.66,-0.0279999999999986,1.5739999999999998,61.27499999999999,19.049625,3.955,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:41,-0.0120000000000004,9.658,9.658,-0.0279999999999986,1.5739999999999998,61.175,19.049625,4.0175,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:42,-0.009999999999998,9.656,9.658,-0.0279999999999986,1.5739999999999998,61.175,19.049625,3.93,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:43,-0.009999999999998,9.656,9.658,-0.0279999999999986,1.5739999999999998,61.175,19.04028125,3.924999999999999,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:44,-0.009999999999998,9.656,9.656,-0.0279999999999986,1.5760000000000003,61.175,19.049625,4.0025,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:45,-0.0120000000000004,9.656,9.654,-0.0279999999999986,1.5760000000000003,61.14999999999999,19.049625,3.985,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:46,-0.0120000000000004,9.652,9.652,-0.0279999999999986,1.5719999999999992,61.14999999999999,19.049625,3.9275,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:47,-0.0120000000000004,9.654,9.652,-0.0279999999999986,1.5739999999999998,61.1,19.0309375,4.02,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:48,-0.009999999999998,9.654,9.652,-0.0279999999999986,1.5739999999999998,61.14999999999999,19.049625,3.9575,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:49,-0.009999999999998,9.652,9.65,-0.0300000000000011,1.5739999999999998,61.175,19.049625,3.914999999999999,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:50,-0.009999999999998,9.65,9.65,-0.0300000000000011,1.5739999999999998,61.14999999999999,19.049625,3.994999999999999,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:51,-0.009999999999998,9.65,9.65,-0.0259999999999998,1.5760000000000003,61.14999999999999,19.049625,3.9875000000000007,1,0,1,1,0,0,0,0,-8.65935,41.2123,0,1
2022-01-01 06:01:52,-0.009999999999998,9.648,9.648,-0.0279999999999986,1.5739999999999998,61.20000000000002,19.049625,3.897500000000001,1,0,1,1,0,0,0,0,-8.65936,41.2123,1,1
2022-01-01 06:01:53,-0.009999999999998,9.648,9.648,-0.0279999999999986,1.5739999999999998,61.175,19.049625,3.942499999999999,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:01:54,-0.0120000000000004,9.646,9.646,-0.0279999999999986,1.5760000000000003,61.07499999999999,19.049625,3.955,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:01:55,-0.009999999999998,9.646,9.646,-0.0279999999999986,1.5760000000000003,61.14999999999999,19.049625,3.9125,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:01:56,-0.0120000000000004,9.646,9.644,-0.0300000000000011,1.5739999999999998,61.14999999999999,19.04028125,3.9825,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:01:57,-0.0120000000000004,9.644,9.644,-0.0279999999999986,1.5739999999999998,61.175,19.04028125,3.9925,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:01:58,-0.009999999999998,9.644,9.644,-0.0279999999999986,1.5739999999999998,61.175,19.049625,3.9025,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:01:59,-0.0120000000000004,9.642,9.642,-0.0300000000000011,1.5739999999999998,61.1,19.049625,3.9375,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:02:00,-0.0120000000000004,9.644,9.642,-0.0279999999999986,1.5739999999999998,61.07499999999999,19.049625,4.012499999999999,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:02:01,-0.009999999999998,9.64,9.642,-0.0279999999999986,1.5739999999999998,61.20000000000002,19.049625,3.952500000000001,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:02:02,-0.009999999999998,9.638,9.64,-0.0279999999999986,1.5739999999999998,61.25,19.049625,3.98,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:02:03,-0.0120000000000004,9.638,9.638,-0.0279999999999986,1.5739999999999998,61.14999999999999,19.049625,4.004999999999999,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:02:04,-0.009999999999998,9.636,9.638,-0.0300000000000011,1.5719999999999992,61.20000000000002,19.049625,3.9175,1,0,1,1,0,0,0,0,-8.65936,41.2123,0,1
2022-01-01 06:02:05,-0.0120000000000004,9.636,9.636,-0.0279999999999986,1.5719999999999992,61.14999999999999,19.049625,3.9375,1,0,1,1,0,0,0,0,-8.65937,41.2123,0,1
2022-01-01 06:02:06,-0.0120000000000004,9.636,9.636,-0.0279999999999986,1.5739999999999998,61.20000000000002,19.04028125,4.0175,1,0,1,1,0,0,0,0,-8.65937,41.2123,0,1
2022-01-01 06:02:07,-0.009999999999998,9.636,9.634,-0.0279999999999986,1.5739999999999998,61.175,19.04028125,3.9575,1,0,1,1,0,0,0,0,-8.65937,41.2123,0,1
2022-01-01 06:02:08,-0.009999999999998,9.634,9.634,-0.0279999999999986,1.5739999999999998,61.1,19.049625,3.9175,1,0,1,1,0,0,0,0,-8.65937,41.2123,0,1
2022-01-01 06:02:09,-0.009999999999998,9.634,9.632,-0.0279999999999986,1.5739999999999998,61.1,19.049625,3.977500000000001,1,0,1,1,0,0,0,0,-8.65937,41.2123,0,1
2022-01-01 06:02:10,-0.0120000000000004,9.63,9.632,-0.0300000000000011,1.5739999999999998,61.1,19.049625,3.934999999999999,1,0,1,1,0,0,0,0,-8.65937,41.2123,0,1
2022-01-01 06:02:11,-0.0120000000000004,9.628,9.63,-0.0300000000000011,1.5719999999999992,61.125,19.04028125,3.934999999999999,1,0,1,1,0,0,0,0,-8.65937,41.2123,0,1
2022-01-01 06:02:12,-0.0120000000000004,9.628,9.628,-0.0300000000000011,1.5719999999999992,61.07499999999999,19.049625,4.012499999999999,1,0,1,1,0,0,0,0,-8.65937,41.2123,0,1
2022-01-01 06:02:13,-0.0120000000000004,9.628,9.628,-0.0279999999999986,1.5739999999999998,61.125,19.049625,3.9499999999999993,1,0,1,1,0,0,0,0,-8.65937,41.2123,0,1
2022-01-01 06:02:14,-0.009999999999998,9.628,9.63,-0.0279999999999986,1.5739999999999998,61.1,19.049625,3.880000000000001,1,0,1,1,0,0,0,0,-8.65937,41.2123,0,1
2022-01-01 06:02:15,-0.009999999999998,9.628,9.628,-0.0259999999999998,1.5760000000000003,61.07499999999999,19.049625,3.9700000000000006,1,0,1,1,0,0,0,0,-8.65937,41.2123,0,1
2022-01-01 06:02:16,-0.009999999999998,9.628,9.626,-0.0279999999999986,1.5739999999999998,61.07499999999999,19.049625,4.01,1,0,1,1,0,0,0,0,-8.65937,41.2123,0,1
2022-01-01 06:02:17,-0.009999999999998,9.624,9.626,-0.0279999999999986,1.5739999999999998,61.07499999999999,19.049625,3.9225,1,0,1,1,0,0,0,0,-8.65937,41.2123,0,1
2022-01-01 06:02:18,-0.0120000000000004,9.624,9.622,-0.0279999999999986,1.5719999999999992,61.07499999999999,19.049625,4.0075,1,0,1,1,0,0,0,0,-8.65937,41.2123,0,1
2022-01-01 06:02:19,-0.0120000000000004,9.622,9.622,-0.0279999999999986,1.5739999999999998,61.07499999999999,19.049625,3.975,1,0,1,1,0,0,0,0,-8.65937,41.2123,0,1
2022-01-01 06:02:20,-0.0120000000000004,9.62,9.62,-0.0300000000000011,1.5739999999999998,61.07499999999999,19.04028125,3.8925,1,0,1,1,0,0,0,0,-8.65937,41.2123,0,1
